id,tweet,label
320,"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :",0
1371,This is a pop quiz !,0
4042,Show me some progress in our struggle .,0
5317,"Surprisingly , no one has said anything about that .",0
5945,Something tells me that you 're sitting in the wrong section of the Stormfront bus .,0
907,"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1
6876,Those little boys would have never seen their 11th birthday if I was there .,0
3950,"Africans are tall , thin and lanky and pretty ugly beasts . ... and I 'm just being kind .",1
7691,I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1
9519,Swede,0
7720,I 'd put him somewhere between the typical African and an ape .,1
5749,Its gone full retard now .,0
7976,"Whites have the following Too many abortions , too many mixed marriages , too many no kids marriages , and too many liberals .",1
8607,Do you not think all the talk about Russians should be put on a thread of that theme ?,0
8993,It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,1
926,"http://www.nola.com/crime/index.ssf/...0/post_48.html Joy Lynn Aikens , 39 , was arrested Tuesday by Louisiana State Police .",0
7081,"It is a pagan wedding , between a man and a women .",0
15,They fit the same DNA as the DNA found in ancient mummies .,0
143,"In the local student rag 's dating section , there was a letter sent in by a black guy complaining about white girls at this university shunning him and his other negro friends .",0
2363,Thank you .....,0
129,i'd like to know more about this debate .. is anyone welcome and where exactly is it being held ? good work by the way Mr.Roach. nice publicity .,0
1161,I 'd like to see Iran wipe Israel off the map .,1
9915,YouTube - Black savages bake puppy alive !!,0
8658,He far excelled Anatoly Karpov and Garry Kasparov .,0
5386,Norhat ( Norway ) - Metal/Oi !,0
5822,Will post back here when I have it .,0
5481,"Exactly man , that is so right .",0
1876,Go to the audio archive of David Duke 's Town Hall and you 'll hear the voice of David Duke and other prominent pro-white activists .,0
2488,I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .,0
5489,We have been keeping up with weekly get togethers with a group of pro white like minded people and would like to continue to grow the group. we usually do dinner on the weekends to keep people close .,0
4479,"That describes the mooleys very well , the signature haymaker .",0
1182,Period .,0
7072,"Also, 4 people break into a home and shoot and kill a 12 year old , and none of the major news outlets pick up the story ?",0
7118,"""....she was a Gypsie woman ..... "" , i like Black Sabbath but i dont like Gypsies .",0
1170,"This coming week , I will be sliding hundreds of these fliers under the windshield wipers of cars in the mall parking lots in the Houston area .",0
7110,It might have been a good film but Cruise really stunk as the German officer .,0
2182,"At the moment , the dance classes in my small town have all stopped .",0
6697,All you liberals care about is `` Diversity . '',1
3371,I bought a bag of candy .,0
10117,Since when is Die Stem racist ?,0
1859,"I have just added Treblinka : By Carlo Mattogno , Extermination Camp or Transit Camp ?",0
5613,half scottish and half german ...,0
5517,It 's a pleasure to make your acquaintance Madam .,0
6130,Thank you for your input .,0
7331,We hold youth Bible stuides ( free ) and you do a lot of at home studing .,0
10301,The `` Missing '' and the photo of the young girl is an attention grabber Put it up around schools and playgrounds .,0
3588,Then keep changing the name of the file as new movies come out .,0
6497,I've heard the name before but I too have no idea who she is .. one of the benefits of turning off the Talmudivision and watching very few modern movies,1
3121,Thanks for coming,0
387,"At the Water 's Edge : Fish with Fingers , Whales with Legs , and How Life Came Ashore but Then Went Back to Sea - Carl Zimmer Streets of Laredo - Larry McMurtry",0
1311,Zulu - Final Attack - YouTube,0
1032,What age is too old to start driving a truck on the long hauls ?,0
9595,Then how come the only ones they arrested in connection with those attacks were active FSB agents ?,0
6264,They probably slowly remove discipline do whatever they can to make the schools worse and worse .,1
4936,"Lie, lie , lie !!!",0
931,"I note one of your other posts was worried because of the delay in your posts showing up - don ; ' t worry about it , it 's just that we have to check your stuff while you are new",0
4019,There 's nothing else like hot lead to teach you respect for a firearm .,0
691,It took them just ten years to do this to Dublin .,0
6129,"Someone always gets shot at that event , this year it 'll probably be much worse .",0
7681,What about Asians ...,0
829,"The White Horse gig was by far the best gig EVER by a Racial band in Ireland , and a packed house too ...",0
3498,I have n't seen it yet but I can tell you hand on heart not everyone on Benefits is scrounging scum .,0
2081,So you use the jew run media brainwashing service to give credit to soo few black people ?,1
9544,I just cannot understand someone wanting to risk losing their lives or limbs halfway around the world in a conflict that does not concern Ireland at all .,0
10106,On the other hand point to anything he posted as not to be the absolute truth .,0
44,2508,0
3939,immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,1
6081,Dids dey colononialize da new erffs ?,0
5312,Jacketed .45 hollow point sabot rounds .,0
4319,The only problem I see in the area is a lack of outside work .,0
2965,Never mind the mess on the floor brother .,0
3969,"Slowly being brought back into service , it is an original that belonged to a Confederate military courier post war .",0
1187,"Anyway , I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother , because this is 2014 and the NSA and FBI are everywhere , and I like having plausible deniability .",0
9594,Cool site !,0
6138,"Exactly, they want us to lay down and die .",1
284,This film tells the story of a poor victimised African boy ( Joseph ) who was allowed into Ireland .,0
9505,Sad but true .,0
4159,Marco Laszcz is a singer and mastermind of the band Sleipnir .,0
3092,Arabs ?,0
9387,Such a shàme how we 've allowed blacks and browns to destroy every last square inch of our cities .,1
4556,"Being the asocial person I am , I preferred fewer people .",0
5294,They are in point of fact perpetrating mass murder and the MSM suppresses any and all news on a national level .,0
4323,"So lets kill all the whites there because every single one of them is a ZOG agent , even the children !",0
6679,"That and the fact he was one of the self-chosen , so according to their teachings he is allowed to do anything he wants to the Goyim .",0
6156,Los Angeles is gone .,0
3364,BOOK : Tell the Truth and Shame the Devil `` Tell the Truth and Shame the Devil '' in English and German .,0
1404,They did n't last a week because of it .,0
3195,And to think FIFA are allowing this nation to host the biggest sporting event on the planet .,0
6890,We are part of the thraco-celtic ethnic group .,0
969,"Here is your logic : some whites are corrupt whores for Jewish supremacists , therefore Whites should not oppose Jewish supremacist extermination of all Whites and JS efforts to control humanity 's future .",1
3734,This happened to me too.Some of my friends could not comprehend why I did n't like how some Miss China looked .,0
925,The French N.B communities near Quebec especially would be white to .,0
10167,You mean Warsaw Uprising Museum .,0
7438,THe thing i was asking if it is alright if i remain here afterwards ?,0
4725,"One can only express sympathy to the families of those people who died regardless of whether they were protesters , police , or pro-government .",0
6502,Kind of says where I am coming from .,0
2851,The new government is exactly as anti-White as they want. : upside,0
8839,Now that would be an awesome White National School that everyone in the world can attend .,0
10195,"Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .",1
7076,"The only time Jesus is called a Jew , is when the Jews are mocking him on his trail .",0
9497,"Here you go , 2 houses for 44,000 in a town that is 99 % white. located in a rural midwestern area .",0
10614,Why do they even have those diversity statistics ?,0
4471,The lemmings have become so used to having a different color ribbon for different causes .,0
10286,Thank you for everything ...,0
4348,As Hispanic and Negro populations increase test score averages will decrease .,1
9617,It used to be the churches in your own community would take care of people facing hard times ...,0
8617,"Every word , the truth .",0
3626,I guess they did n't want anyone pointing out the flaws in what they wrote .,0
1789,They sleep on dirty floors in dirty houses with their dirty kids eating off dirty plates driving in dirty cars sitting at dirty tables with their dirty manners and dirty way of talking dirty way of living they wear dirty clothes have dirty smiles and are all-around dirty nasty people .,0
8877,"In this newest video I am posting it is relevant to this particular thread at 3 : 55 mark , though I suggest watching the WHOLE THING !",0
2059,It is good to see it back on public display at the Kremlin .,0
8008,"``Hey,boys, what are ya haulin ' ? '' http://28.media.tumblr.com/tumblr_lb...dmnto1_500.jpg Report : Nuclear weapon drivers sometimes got drunk Buzz up ! 19 votes Share retweet Email Print 2 hrs 20 mins ago WASHINGTON The U.S. Energy Department 's watchdog says [ COLOR = #366388 ! important ] [ COLOR = #366388 ! important ] government [ COLOR = #366388 ! important ] agents [ /COLOR ] [ /COLOR ] [ /COLOR ] hired to drive nuclear weapons and components in trucks sometimes got drunk on the job , including an incident last year when two agents were detained by police at a local bar during a convoy mission .",0
5458,I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,1
4013,Braun,0
1902,"It basically says the Ancient Egyptians were Nordic or Nordic dominated , despite that being almost impossible .",0
4686,dont let it get you down brother your not on your own just bite your tongue and think of all those beutiful aryan women who think the way we do they are worth fighting for everything enoch powell said came true. hang in there brother,0
6442,Well this is just like Westchester county advertising solely for nonwhites to come and live there in projects .,0
4922,i've been going through your youtube channel and while i dont have a taste for opera may I say that you have an immaculate ear for music. really enjoyed the hans zimmer piece .,0
7975,"The following pictures were taken this morning at sunrise on top of Mount Strachan , Cypress Provincial Park , West Vancouver -- 1432m ( 4,750 feet ) .",0
75,14/88,0
2345,That would be too expensive .,0
6336,"Hell, if he had been white they would have thrown his ass in jail , suspended him from school , and it would have been all over CNN ABC NBC and CBS .",0
430,I went to buy some new socks today and a couple of t-shirts .,0
4586,For some reason these immigrants do n't have the same bad attitudes US blacks do .,0
5709,It 's sadder when whites try to go black .,0
5824,"wonder what anyone thinks of this for a logo , gaelic guard , garda gaelach Green for Ireland , four stars for the four provinces , on a white field for obvious reasons 2508",0
8373,"Oh look , Al Qaeda is now over there .",0
8751,Why not start one yourselves ?,0
8233,I was aware of events but not in such detail .,0
1553,"YouTube - Orangutan Towan Paints at Woodland Park Zoo , HD",0
240,Neanderthals were being constantly pushed South from the advancing and retreating Ice Ages and Glaciations .,0
783,They eat 3 X the food at each meal than your average American .,0
3066,Can hardly hear our tv .,0
977,"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",1
4905,"After 7 , the kids from the poor neighborhoods start showing up ( usually poor blacks ) .",0
2941,oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,1
6215,I'll update my list a bit .,0
10238,May I have another !,0
8977,The pourpose of this post is not to promote an Islamic Ireland .,0
1620,It 's * * * * in ' deadly !,0
2146,"Do n't get me wrong , it is a nice platform .",0
1801,"We are a civil rights movement for the 21st century , we are on the righteous path of freedom and no one will stop us from bringing true equality and diversity of thought to the educational field .",0
2095,Im not sure of a site but those stats are from `` The Color Of Crime '' book .,0
8951,I'd LOVE to stay at home and raise my children .,0
6067,I met and saw a lot of these teachers who worked in these all black schools and some of their horror stories .,0
1357,"Eventually , the city would take it back and I 'd be out ten bucks. more entertainment .",0
8703,"Yup, Africans breeding like cockroaches , AIDs is not killing them off fast enough to stop their growth !",1
9514,"When I die just put a monitor in my coffin running a never ending holocaust documentary , just to make sure I nevah fo-get !",1
8952,I took that post and expanded on it in a new thread because I do n't want to derail the music thread .,0
5527,I can do server audits remotely without being on-site .,0
6942,"Although to now there is no evidence of an order to kill all Jews , but see above and you can see there were orders to exterminate Bolsheviks , Jews , commissars , etc .",0
10626,"I wonder how many young Whites pick up pro-WN ideas , but then after watching Romper Stomper or some old Springer episode see that negative image of WNs and decide thay they do n't want anything to do with us .",0
9393,Hair freshly cut ...,0
7606,Is there anything to do there for a day or two ?,0
1609,"As I said when the races are mixed its more difficult but they can between a white , black or Asian and that proves that races exist .",0
3096,Or do you believe that humans from different species did n't evolve from the same point ?,0
6395,Show them William Pierce videos and tell them they are out of any inheritance if they become race traitors .,0
2415,"It 's parents working all the time and letting their kids watch hours of Mtv after they get home from school , makes the girls think that dressing and acting like the `` Ho 's '' in rap videos is cool and is all they are good for is to be `` pimped '' out !",0
2017,Public school teachers ( ~ 70 percent white even in CA ) actually buy into this .,0
9747,Oh dear mother of grace !,0
4125,High mortality rate - like country is at war .,0
10490,Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,1
10259,There was not one white child amongst them .,0
3246,"Should the guy who sang cop killer also have a trial , because he tragted a minority , cops .",0
124,"Now, young man !",0
7407,I would like to get some of the leaflets printed and distribute them but sadly I have not got the funds .,0
9997,No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,1
8653,"If I were in the audience , I 'd clap till my hands were numb .",0
840,"He was checking her lines , bad actors ca n't help themselves from doing this .",0
9806,There 's a name from the past !,0
3341,Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,1
598,"Cool shirt ; now , go back to Africa and be a good Black Askari African Nazi Party Member .",0
2123,"Yeah it could very well deter wild animals from attacking , just be careful in the heat of summer to not burn the neighborhood down etc .",0
10294,"TAKE COVER YouTube - UPDATE 1pm CST - Meltdown , Outgassing !",0
7236,"Lots run about $ 500 , houses about $ 3000 .",0
8118,http://www.hardylaw.net/Truth_About_Bowling.html,0
10344,The company I work for is in need of qualified help .,0
2197,But if I could chose my eye colour it definitely would be Green,0
4051,"CAMPO SAN DIEGO EAST COUNTY CALIFORNIA On Now thru August 7 , 2005 760 644-0857 Come One Come All !",0
8344,Then why not simply copy this text ( & links ) and paste it into the description box of your YouTube videos ?,0
3362,"This is awful .. complain to the teachers about lying to students ( then again , you do n't want your kids kicked out ) .",0
7897,But of course .,0
725,Your medical factors come in to play .,0
5697,Interesting I have some northern German features and hardly have German DNA .,0
978,Why do you have the need to celebrate anyone 's birthday that day anyway ?,0
808,It will be the same here when the goodies run out .,0
7252,You can stop this by getting a dead pig and bury it underground where the mosque will be built .,1
1475,It is nice to see the youth of today uniting ... you are the future of this movement 88,0
10621,Japan NUCLEAR REACTOR - RADIOACTIVE STEAM ON VIDEO - 3/11/11 YouTube - UPDATE 1pm CST !,0
4906,Encourage others to report all crimes of Criminal Aliens to this site so that they can get an ongoing tally of the whole blasted scene .,0
6845,I like the Wall idea .,0
9677,NUCLEAR PLANT HAS FULLY EXPLODED !,0
4930,That is great news .,0
4542,1 .,0
3962,I just shake my head every time this thread comes to the front page .,0
10273,Form Letter to Send to German Government on Behalf of Ernst Zundel .,0
5666,"- YouTube Magyar Királyi Honvédség - Holding Out For A Hero / Egy h Wehrmacht , SS and Hungarian Troops - 1944 , Carpathian Front ( HQ ) , 2.1 .",0
1235,I think I was my own `` tiger mom '' when in Montessori school ... around age 3 My memories are vague ( cue song ) but Mumsy said they had hoola hoops we sat in and whenever a kid stepped in mine I slapped him/her .,0
1225,It 's deadly serious business ...,0
1764,"Are there any sources that state that it was Trotsky who reiceived the money and was responsible for destruction of Black Hundreds , as opposed to Lenin or another Bolshevik leader ?",0
9118,I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,1
10559,"welcome to mass. its been awhile since i have ben on but i am from milton , just south of boston. if looking for a friend send me a message .",0
8704,"I have multiple sources of spark in my kit - stormproof matches , plain matchs , magnesium / steel .",0
9131,"I was doing a Computer Science degree , but really disliked it so I 've left .",0
3217,"Your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .",1
287,Thank you so much for enlightening us mystery guest !,0
7260,Nobody knows what is right for you except you .,0
2966,i need to know if any whites lives in the La Mirada area i just moved there and i dont know anyone .,0
3164,"ok, so do we need to kill them too or are the slavs okay ? for some reason whenever i hear the word slav , the word slobber comes to mind and i picture a slobbering half breed creature like the humpback of notre dame or Igor haha",1
6923,Any bother u go on lock down no one gets out the cells so its not that bad prison is 24 hour boredom ..,0
9520,Nice to see !,0
1657,If anyone want 's to get together I 'm open to a BBQ with like-minded individuals .,0
1975,Gleiwitz/Oberschlesien - YouTube,0
2397,I tried to google but always got links of Children of Bodom metal band .,0
452,I do care about arab christians You are not the only one who is feeling lost i know it sucks to be a non muslim in the middle east. would you like to move to east asia with me ?,0
2710,"My eyes are a very dull , non-striking , dark green with yellow specks ...",0
5419,"www.sjca.edu St. John 's College , Santa Fe , N.M.",0
3681,"Hi, I am very respectable nordic man , living in Finland , aged 34 .",0
422,"The natural royality of the planet was not the posing apes , but the Overman .",1
7603,Your in ya cell 22 hours a day here u dont in general walk around the landings .,0
5316,I have never seen such thing in any other country .,0
657,The blood of hundreds of white women is on the hands of white liberals .,1
3301,Mossberg 590a1 with bayonet 3 .,0
6746,I saw two blacks there and a few on their website .,0
2845,As long as they have a place to get warm and you have a heater for the water so it doesnt freeze they do fine .,0
9901,Then when they 're good and pumped up on how awesome they are they 'll be knocking on your door asking you to surrender your guns .,0
8411,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?",0
5244,Kimora Lee Simmons,0
1001,"No it is not a joke , we have a very high standard education system here in Ireland ..",0
4198,"Yes, she was born in Svrljig ( 11 .",0
2418,Let our race continue on .,0
875,"I'm 6 ' 1 "" , my wife was 5 ' 4 "" , I dunno if that counts as tall vs short .",0
6113,"There was a crooked man who walked a crooked mile , he kept a crooked cat in a crooked house for style , he gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .",0
3847,This is purely verbal rhetoric ie there is NO argument to speak of in the text of this gibberish .,0
961,I going to get homeschooled tired of looney lefty teachers and the negroes,1
1580,Whiter than Armenians for sure .,0
5781,That it will !!,0
2206,The chorus of `` trick or treat '' or `` Halloween Apples '' bellowing at the door .,0
10515,[quote=Holston;7597407] God is the one that claims to be merciful and not like nature .,0
6785,I do programming in PHP/MySQL and system admin for networks .,0
10617,Authorities said Ewell was caught on surveillance footage trying to use the couple 's stolen ATM card at a gas station on the day of the killings .,0
4231,"Christian Books and Things P.O. Box 111 Harrison , Ark. 72601",0
757,Buster,0
4866,Click Here For Video Look at what is happening in sweden ..,0
5406,- Skinheads Against Racial Prejudice - Skinheadsi protiv rasne diskriminacije - arpovci - Debili .,0
5313,I suppose this is an unrealistic question because they are every where but where is the whitest place on earth that I can move to .,0
2284,These are the essentials if you would to add more thats up to you .,0
9407,"i dont get to newport very often but whenever i do go its got loads of asians wandering around , mostly muslim by the looks of them. i live a couple of valleys over from there .",0
5491,Any WN in the the Lancaster-Leominster-Clinton-Worcester-Bolton ( my town ) area ? in the 13-15 year age group ?,0
5309,Everybody to there own I guess .,0
4827,Like is here the USA,0
5836,ignorant racist black lady wants free water.flv - YouTube Black guy goes crazy at popeye & #39 ; s - YouTube OLD RACIST BLACK LADY CURSING OUT WHITE FOLKS ON TRAIN !,0
807,"Basically , we are the fathers of millions of black little bastards .",0
6839,Nordic is a sub race that an Anglo Saxon or Celtic person could and more than likely does belong to .,0
8531,4. subjects taught Anything the students want or need .,0
1956,#NAME?,0
2445,Three more posters ready - these are definitely anti-race-mixing !,1
6782,Some of the things I have heard about teachers having to put up with is insane .,0
8756,Indeed!,0
7075,There is lots of cheap / good surplus stuff out there .,0
8753,"The scene is anchored right and left by two bright stars , Mu and Eta Geminorum , at the foot of the celestial twin while the Jellyfish Nebula is the brighter arcing ridge of emission with dangling tentacles below and right of center .",0
2402,God Bless,0
7313,"Then make it for boys only , that 's how it is in football , so there 's no reason they ca n't do that with wrestling .",0
1073,If its a non white they cover it up .,0
8214,Ireland is a strange place for ethnics as there is no pakis But there main ethnic problem is Chinese and Africans Did not see much race mixing among men when I was over last time,0
4240,This is a struggle you will have to make your self .,0
5436,you gotta stand up for yourself you cant just sit back and take their * * * * but on the other hand you cant go out looking for it either but if it comes down to a fight dont back down,0
9101,I just believe you should stay in your own country .,0
2091,Savage .300 Mag .,0
4527,Worse than Benefits St.,0
1698,Where in Alabama are you ?,0
8260,Mr Irving played a fundamental role in my own journey through Holocaust revision and for that he will always have my gratitude .,0
8981,Monster .,0
8366,uh the thread is about how i am never going to find a guy because i am way too picky lol,0
5456,Did you note all the info on Israel ?,0
7882,I remember after the Boston Marathon bombings watching Fox News and they said law enforcement was consulting Israel for advice .,0
1003,I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,1
9742,I cant get my head around the big picture of why we are involved .,0
8739,"I accidentally pushed some button , I do n't know which .",0
7753,I will pass out cheap sugar based candy .,0
4651,Since you 're now in college I 'd suggest working on a B.A.E. degree and plan on moving to KS and working in this new school .,0
7131,It was not multiple gangs .,0
1485,well if i have my way there will be another cook out / camp out one of the frist two weeks of aug in very nothern IL,0
9883,You should be angry at them not us as they sold you from your own homeland .,0
5368,It was probably written by a 15 year old .,0
1411,I would probably vote for him if he was on the ballot .,0
10097,Maybe it 's not the same but it is very similar .,0
6210,"However , after visiting a few intj specific forums I 'm much less enthusiastic regarding this personality type business .",0
709,"I have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of Celtic Stock .",0
5689,Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),1
3603,Unbelievable to me that all these liberals with SO MUCH love to give have zero problem stepping over all the white kids in their own country who need families to get to some random little Haitian kid .,0
985,Anyone white person would if they knew the truth .,0
3076,Those who are not in agreement with anything that they see here are invited to say so - and provide us with the alternative .,0
7836,I can honestly say that I have smoked weed and drank as a kid with many groups of WHITE guys and nothing like this EVER came close to happening !,0
5077,BTW - I do n't recall seeing a Mars Bar in S.A ?,0
4101,I scored higher than any non-whites too .,0
5909,j A friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it .,0
2722,"As I commented a few days ago on this thread , massive race ( or ethnic ) mixing tends to preceed massive race ( or ethnic ) war .",1
10021,Well I guess it was bound to happen .,0
1268,All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world,1
2462,"What gets me is in absolutely no way would I behave in such a fashion in a foreign country , that is totally disrespectful .",0
6314,"We argued for a bit , then I asked to see the list of names .",0
268,Stormfront should try to create a larger protest in Defense of Ed Steele .,0
3580,The sooner the better .,0
4750,What about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites ?,1
6186,"Welcome to Stormfront Ireland Ive seen the numbers at the bottom of a lot of posts , its just some kind of moderators code .",0
5707,I 'd imagine trying to live there as a white nationalist would be extremely hard .,0
5961,Do what you can to help keep Stormfront alive and growing .,0
7618,Zdrowie !,0
2821,"Now , if you have an old beater to play with ....",0
8848,Police threaten woman for requesting white housemates .,0
589,Was .,0
8404,It 's there .,0
9623,"According to the poll there 's still a resistant bunch that 's still got the confusion of the devil in' em , but we 'll keep working until they turn around .",0
6077,My life has taken an incredible turn since I last posted in this thread .,0
7684,As long as we are tied to the Rothschild banking system we cannot be independent again .,0
8496,I am so tired of it .,0
2037,Never seen them on anyone else but my mother .,0
6312,Blockbuster Instant Commercial - YouTube !,0
7268,I think it 's profitable to jump on at mainstream conservative chatboards like conservativeunderground.com.,0
6065,"Hey, do you think we are going to get into a fight between European countries about who all are going to get those Guantanamo prisoners ?",0
2028,white single girl looking for a guy within the state of California ( hopfully someone near or in the city of Los Angeles ) .,0
7859,"The biggest problem is new york.There are blacks all over the streets , when you 're in new york think you 're in nigeria .",1
677,When I saw this thread I was hoping she might actually go against the status quo and adopt a white baby So much for that theory !,0
8126,"As a result of the hearings , both boys will remain in jail for the time being .",0
1232,Erik,0
5454,Thanks for posting .,0
6127,And yet they attacked the SDL for attempting to publicly mourn the violent death of a white man racially murdered by two paki men !,0
8182,THANKS AGAIN !,0
5814,Has anyone picked up the wording in the one commercial for ITT TECH .,0
4856,I 'm surprised that on national television they let to be broadcast such a politically incorrect video .,0
8248,But the camellia idea is great .,0
2432,Sad how low people will go you know ?,0
9303,"How do you explain China , a totally government owned and controlled communistic nation , yet it wastes the world 's resources on junk and building empty cities ?",0
8861,Over my dead body am I ever going to apologize for somethign happened in the past that I had no control over and my family was n't even in this country during that time .,0
6962,"When that city is cleaned up , we may have to go door to door with pitchforks and a garbage truck .",0
8324,It is time we resurrected ( & improve ) this art .,0
896,Let's not get above ourselves lads .,0
1611,Maybe spread some HATE and intolerance ?,1
7794,Knock Out With Knife Hands ( US Marines ) - YouTube Kelly mccan/jum grover uses lots of strikes to that area when teaching combatives,0
5648,"When I first saw this advertised it cracked me up , the fact that the white kid was made to look like an antagonist also just added to the laughs",0
7308,We will never understand the pain they must have felt .,0
1719,They can be downloaded from these sites : www.solargeneral.com www.natvan.com www.ncoal.com,0
3806,"Again, I can only offer what I have read .",0
6945,"Apparantly they still have some of the stadiums to finish and 350,000 tickets to sell ( they are normally gone within days of release ) .",0
9318,The fact is immoral and irresponsible parents will influence children to be immoral and irresponsible .,0
4701,It might hold together for a short time but eventually major problems will develop .,0
3961,I saw a short video of a couple seconds of it on FOX but it was they did not mention race .,0
6263,"Van Rensburg , Nostradamus etc ?",0
8334,"You are welcome , Ross .",0
890,I searched but was unable to find her photo .,0
8149,"I passed through there on a flight and walked through the city , oh God , I thought the plane accidentally landed in Singapore !",0
9645,String ' em up !,1
7918,"Ex - ( A Taurus would n't have a chance , lol ! )",0
6887,White Americans and White Europeons have too few children .,0
7917,"I think that World Star Hip Hop should be mandatory viewing for every single white person on the planet , period .",0
9223,More money for Norway !,0
7839,You laugh at us but I have yet to see a picture of you .,0
2799,I 'm left wondering what jobs did the `` working class '' whites have ?,0
584,"A Kosher slaughter , blessed by every Rabbi under the sun .",1
3268,http://www.1channel.ch/,0
3932,They also said the same thing about the white girls that was severely beaten on Halloween a few years ago and also about the pregnant woman that was beaten in front of her own house .,0
4965,I lived in California over where I-10 and I-15 cross in Ontario .,0
1260,"Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...",0
6934,"read posts in activism local and regional by dutchy and ladyaryan , the thread name is white town in the making and white strongholds in your city. take care 14 words",0
310,I currently live in Wisconsin and have been trying to educate myself on the PLE concept .,0
1716,Everything that symbiosis a western nation is now becoming a `` Hate Sign '' How come anything that represents Jewish or Muslim traditions is not a symbol of hate ?,0
5711,I'm pretty sure its not legal to pull someone over for out of state plats but living in Tn for the past 5 years I see it all the time .,0
10448,I'm on yer side .,0
7756,That's easily solved .,0
4668,WTF is wrong with u allowing your children to have non white friends ?,1
4298,"Big talk , none of you have the balls to tell a skin this to his face .",0
3783,"Sources for Homeschooling Curriculum One of the biggest challenges for the homeschooling parent is finding good sources for educational materials and finding curriculum that is new , fresh and inexpensive .",0
1008,HIV/AIDS is n't killing them off fast enough .,1
8938,Nothing too major here .,0
2185,"Lords of the Planet , the Solar System and the Beyond .",0
3623,Roll On Big Mamma - YouTube,0
8107,"well, that 's very good for you. here in Europe that 's basically a dream .",0
5684,Terrible Tommy coming to Limerick.He will get in for a short holiday with a few lone wolves.He wants to go to King johns castle and see the town.Attachment 78266,0
10356,Exposed man charged with risk of injury Found with child in car Just another day in da hood ....,0
7044,Chris,0
6403,"In the winter this area is fenced off with signs with skull and cross bones that say ' Danger , do not go beyond this point . '",0
4834,"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it .",1
6888,Could be the greater emphasis on functionality is shared between the styles of architecture .,0
4756,"i have seen the autopsy report on emily they did not look for rape becouse they knew what they would find , they went just for the murder charge not rape and murder becouse they knew it would be to much for the public to take .",0
10535,When I was a kid we used to laugh at the so-called indoor sport .,0
90,Alot of blue missing but it always goes bang and fits in my pants pocket better than my Taurus tip up .,0
6889,No dogs ?,0
7399,Your right .,0
1326,"You 'd want to stay on Earth for eternity , it would have been that good .",0
8894,False information and bad science is right .,0
9102,Hey momofsix .. to have six kids is a great gift that you have given our race and for that i thank you they are lucky to have such awesome parents as you two,0
2117,Nope.,0
2937,I think there are some great Country and Western songs about or related to driving trucks .,0
7423,Is yours a university in Dixie ?,0
983,"oddly i would find it worst if she here black , since Negroes are the most inferior and scum bag humanoid race in our planet .",1
8014,"Geesh , they 'd let a gorilla into UCLA for the sake of `` Diversity '' as long as it got a body wax .",1
6143,I used to beg my parents to let me wear a boy swimsuit .. trunks and topless when I was 3 or 4 years old .,0
9209,You are a true friend of my serb people ...,0
2925,"I wonder why he is not on their list , he hates jews .",0
6223,State Sanctioned racist murder of white farmers in South Africa FULL SCREEN BEST www.youtube.com/watch ? v = SKG72AviEFw,0
3214,"Our enemy has the sheep already , and they 're doing more to destroy us than many of these `` lions '' of ours are saving .",0
7433,The worst thing happened to internet freedoms when albanians used their spare time from selling drugs to learn to use computers .,1
7282,I wrote almost the same thing a week or so ago .,0
